ID;Note;Amount;Category;Account;Currency;Date;Event;Exclude Report
4742;Hershey's cookies and cream chocolate bar 102g;-4;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4741;"CDA rice with toufu, 3 chicken nuggets and cabbage";-2.5;Food & Beverage;Main Wallet;SGD;06/03/2020;No
4740;"Hands on machine learning with Scikit- Learn, Keras and TensorFlow: Concepts, Tools, and Techniques to build intelligent systems";-61.61;Education;Main Wallet;SGD;05/03/2020;No
4739;Purchase of 0.153460 eth;-50;Crypto;Main Wallet;SGD;05/03/2020;No
4736;Marigold yogurt savings;2.9;Gifts;Main Wallet;SGD;04/03/2020;No
4737;Walch Hand Santizer 6 bottles 20ml;-12.9;Health & Fitness;Main Wallet;SGD;04/03/2020;No
4735;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4734;Marigold Mixed Berry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4733;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4732;Marigold Aloe Vera Yogurt;-2.2;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4731;T Honey Cherry tomato;-1.5;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4730;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4729;NCN bakery Japanese Red bean bun 100g;-1.3;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4728;Hello panda strawberry biscuits;-0.95;Food & Beverage;Main Wallet;SGD;04/03/2020;No
4727;Hello panda milk biscuits;-0.95;Food & Beverage;Main Wallet;SGD;04/03/2020;No
